,Twitter,NPS
786,Ok I am LOVING THIS,1
787,Ok I am LOVING THIS,2
788,Ok I am LOVING THIS,1
789,Ok I am LOVING THIS,1
790,Appreciated you attention in the contact center,1
791,Appreciate the conversations  and actions brought together in new things with your products and service.,2
792,Ok I am LOVING THIS,0
793,I hate that service in this bank,0
794,As amazing of this is,2
795,I hate that service in this bank,0
796,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
797,Ok I am LOVING THIS,2
798,Ok I am LOVING THIS,1
799,Just nice.,2
800,I spent a couple of hours doing payment,2
801,Ok I am LOVING THIS,2
802,Ok I am LOVING THIS,2
803,Ok I am LOVING THIS,2
804,I hate that service in this bank,0
805,Appreciated you attention in the contact center,2
806,Appreciate the conversations  and actions brought together in new things with your products and service.,2
807,Ok I am LOVING THIS,2
808,Ok I am LOVING THIS,2
809,I hate that service in this bank,0
810,As extremely amazing as this is,2
811,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
812,Ok I am LOVING THIS,2
813,Ok I am LOVING THIS,2
814,Just nice.,2
815,I spent a couple of hours doing payment,0
816,Ok I am LOVING THIS,0
817,Ok I am LOVING THIS,2
818,Ok I am LOVING THIS,2
819,Ok I am LOVING THIS,2
820,Appreciated you attention in the contact center,2
821,Appreciate the conversations  and actions brought together in new things with your products and service.,2
822,Ok I am LOVING THIS,2
823,Ok I am LOVING THIS,2
824,As amazing of this is,1
825,As extremely amazing as this is,2
826,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
827,Ok I am LOVING THIS,2
828,I hate the ebanking I prefer mobile app,0
829,I’m really enjoying Black Card,1
830,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
831,Ok I am LOVING THIS,0
832,Such good news,2
833,Just nice.,2
834,This was amazing.,1
835,It is a no coincidence,2
836,I’m not really enjoying Black Card,0
837,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
838,Ok I am LOVING THIS,2
839,Such good news,2
840,Just nice.,2
841,This was amazing.,2
842,It is a no coincidence,2
843,I’m really enjoying Black Card,2
844,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
845,Ok I am LOVING THIS,2
846,Such good news,2
847,Ok I am LOVING THIS,2
848,I’m really enjoying Black Card,2
849,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
850,Ok I am LOVING THIS,2
851,Such good news,2
852,Just nice.,2
853,This was amazing.,2
854,It is a no coincidence,2
855,I’m really enjoying Black Card,2
856,I hate that service in this bank,0
857,I hate that service in this bank,0
858,Such good news,2
859,Just nice.,2
860,This was amazing.,2
861,It is a no coincidence,2
862,I’m really enjoying Black Card,2
863,I hate that service in this bank,0
864,Ok I am LOVING THIS,2
865,Such good news,0
866,Ok I am LOVING THIS,2
867,I’m really enjoying Black Card,2
868,I hate that service in this bank,0
869,Ok I am LOVING THIS,2
870,Such good news,2
871,I hate that service in this bank,0
872,I hate that service in this bank,0
873,It is a no coincidence,2
874,I hate that service in this bank,0
875,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
876,Ok I am LOVING THIS,2
877,Such good news,2
878,Just nice.,2
879,This was amazing.,2
880,It is a no coincidence,2
881,I’m really enjoying Black Card,2
882,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
883,Ok I am LOVING THIS,2
884,Such good news,2
885,Ok I am LOVING THIS,2
886,I’m really enjoying Black Card,2
887,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
888,Ok I am LOVING THIS,2
889,Such good news,1
890,I hate that service in this bank,0
891,This was amazing.,2
892,Ok I am LOVING THIS,2
893,Ok I am LOVING THIS,2
894,Ok I am LOVING THIS,2
895,Appreciated you attention in the contact center,2
896,Appreciate the conversations  and actions brought together in new things with your products and service.,2
897,Ok I am LOVING THIS,2
898,Ok I am LOVING THIS,2
899,As amazing of this is,1
900,As extremely amazing as this is,2
901,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
902,Ok I am LOVING THIS,2
903,Ok I am LOVING THIS,2
904,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",0
905,Amazing things are possible when we work together towards a better future!. .,2
906,Just nice.,2
907,Just nice.,2
908,I hate that service in this bank,0
909,Just nice.,2
910,Omg so much fun with everyone,2
911,Very strange,2
912,I’m really enjoying Black Card,2
913,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
914,Ok I am LOVING THIS,2
915,Such good news,2
916,Just nice.,2
917,This was amazing.,0
918,It is a no coincidence,2
919,I hate that service in this bank,0
920,Just nice.,2
921,something,0
922,Just nice.,0
923,Ok I am LOVING THIS,2
924,Just nice.,2
925,I spent a couple of hours doing payment,2
926,Ok I am LOVING THIS,0
927,Ok I am LOVING THIS,2
928,Ok I am LOVING THIS,0
929,I hate that service in this bank,0
930,Appreciated you attention in the contact center,1
931,Appreciate the conversations  and actions brought together in new things with your products and service.,2
932,Ok I am LOVING THIS,1
933,Ok I am LOVING THIS,2
934,As amazing of this is,2
935,As extremely amazing as this is,2
936,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
937,I hate that service in this bank,0
938,Ok I am LOVING THIS,2
939,"I'm honestly not sure how I feel bad about this, I'm going to have to see how things Shape Up",0
940,Amazing things are possible when we work together towards a better future!. .,2
941,Just nice.,2
942,Just nice.,1
943,Wow,2
944,Just nice.,1
945,Omg so much fun with everyone,2
946,Very strange,2
947,I’m really enjoying Black Card,2
948,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
949,Ok I am LOVING THIS,2
950,Such good news,2
951,I hate that service in this bank,0
952,This was amazing.,2
953,I hate that service in this bank,0
954,Ok I am LOVING THIS,2
955,Just nice.,1
956,something,2
957,I hate that service in this bank,0
958,Ok I am LOVING THIS,1
959,Just nice.,2
960,I spent a couple of hours doing payment,2
961,I hate that service in this bank,0
962,Ok I am LOVING THIS,1
963,Ok I am LOVING THIS,1
964,Ok I am LOVING THIS,1
965,Appreciated you attention in the contact center,2
966,Appreciate the conversations  and actions brought together in new things with your products and service.,2
967,Ok I am LOVING THIS,2
968,Ok I am LOVING THIS,2
969,As amazing of this is,2
970,I hate that service in this bank,0
971,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,1
972,Ok I am LOVING THIS,1
973,Ok I am LOVING THIS,2
974,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
975,Amazing things are possible when we work together towards a better future!. .,2
976,Just nice.,2
977,Just nice.,2
978,Wow,1
979,Just nice.,2
980,I hate that service in this bank,0
981,Very strange,2
982,I’m really enjoying Black Card,2
983,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
984,Ok I am LOVING THIS,2
985,Such good news,2
986,Just nice.,2
987,I hate that service in this bank,0
988,It is a no coincidence,2
989,Ok I am LOVING THIS,2
990,Just nice.,2
991,something,2
992,Just nice.,2
993,Ok I am LOVING THIS,1
994,Just nice.,2
995,I spent a couple of hours doing payment,2
996,Ok I am LOVING THIS,2
997,Ok I am LOVING THIS,2
998,Ok I am LOVING THIS,2
999,Ok I am LOVING THIS,1
1000,Appreciated you attention in the contact center,2
1001,Appreciate the conversations  and actions brought together in new things with your products and service.,1
1002,Ok I am LOVING THIS,1
1003,Ok I am LOVING THIS,2
1004,As amazing of this is,2
1005,As extremely amazing as this is,1
1006,I hate that service in this bank,0
1007,Ok I am LOVING THIS,2
1008,Ok I am LOVING THIS,1
1009,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
1010,Amazing things are possible when we work together towards a better future!. .,1
1011,Just nice.,2
1012,I hate that service in this bank,0
1013,Wow,1
1014,Just nice.,1
1015,Omg so much fun with everyone,2
1016,Very strange,1
1017,I’m not really enjoying Black Card,0
1018,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
1019,Ok I am LOVING THIS,2
1020,Such good news,1
1021,Just nice.,1
1022,This was amazing.,1
1023,It is a no coincidence,2
1024,Ok I am LOVING THIS,2
1025,Just nice.,2
1026,something,2
1027,Just nice.,2
1028,Ok I am LOVING THIS,2
1029,Just nice.,1
1030,I spent a couple of hours doing payment,2
1031,Ok I am LOVING THIS,2
1032,Ok I am LOVING THIS,2
1033,I hate the mobile app it doesn’t work very well,0
1034,Ok I am LOVING THIS,1
1035,Appreciated you attention in the contact center,2
1036,Appreciate the conversations  and actions brought together in new things with your products and service.,1
1037,Ok I am LOVING THIS,2
1038,Ok I am LOVING THIS,2
1039,As amazing of this is,0
1040,As extremely amazing as this is,1
1041,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
1042,Ok I am LOVING THIS,2
1043,Ok I am LOVING THIS,2
1044,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
1045,Amazing things are possible when we work together towards a better future!. .,2
1046,Just nice.,2
1047,Just nice.,2
1048,Wow,1
1049,Just nice.,1
1050,Omg so much fun with everyone,1
1051,I hate that service in this bank,0
1052,I’m really enjoying Black Card,2
1053,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
1054,Ok I am LOVING THIS,2
1055,Such good news,2
1056,I hate that service in this bank,0
1057,This was amazing.,2
1058,I hate that service in this bank,0
1059,Ok I am LOVING THIS,2
1060,I hate that service in this bank,0
1061,something,1
1062,Just nice.,2
1063,I hate that service in this bank,0
1064,I hate that service in this bank,0
1065,I spent a couple of hours doing payment,2
1066,I hate the ebanking I prefer mobile app,0
1067,I hate that service in this bank,0
1068,Ok I am LOVING THIS,2
1069,Ok I am LOVING THIS,2
1070,Appreciated you attention in the contact center,0
1071,Appreciate the conversations  and actions brought together in new things with your products and service.,0
1072,Ok I am LOVING THIS,2
1073,Ok I am LOVING THIS,2
1074,As amazing of this is,2
1075,As extremely amazing as this is,2
1076,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
1077,Ok I am LOVING THIS,2
1078,Ok I am LOVING THIS,2
1079,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
1080,Amazing things are possible when we work together towards a better future!. .,0
1081,Just nice.,1
1082,Just nice.,2
1083,Wow,2
1084,Just nice.,0
1085,I hate that service in this bank,0
1086,Very strange,2
1087,I’m really enjoying Black Card,2
1088,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
1089,Ok I am LOVING THIS,2
1090,Such good news,2
1091,Just nice.,2
1092,This was amazing.,1
1093,It is a no coincidence,2
1094,Ok I am LOVING THIS,2
1095,Just nice.,2
1096,something,2
1097,Just nice.,2
1098,Ok I am LOVING THIS,1
1099,Just nice.,2
1100,I spent a couple of hours doing payment,2
1101,Ok I am LOVING THIS,2
1102,Ok I am LOVING THIS,2
1103,I hate that service in this bank,0
1104,I hate that service in this bank,0
1105,Appreciated you attention in the contact center,2
1106,Appreciate the conversations  and actions brought together in new things with your products and service.,0
1107,I hate that service in this bank,0
1108,Ok I am LOVING THIS,2
1109,As amazing of this is,2
1110,As extremely amazing as this is,2
1111,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
1112,I hate that service in this bank,0
1113,Ok I am LOVING THIS,2
1114,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
1115,Amazing things are possible when we work together towards a better future!. .,2
1116,Just nice.,2
1117,Just nice.,1
1118,Wow,2
1119,Just nice.,2
1120,Omg so much fun with everyone,2
1121,Very strange,2
1122,I’m really enjoying Black Card,2
1123,I hate that service in this bank,0
1124,Ok I am LOVING THIS,2
1125,Such good news,2
1126,Just nice.,2
1127,This was amazing.,2
1128,It is a no coincidence,2
1129,I hate that service in this bank,0
1130,Just nice.,2
1131,something,2
1132,I hate that service in this bank,0
1133,Ok I am LOVING THIS,2
1134,Just nice.,2
1135,I spent a couple of hours doing payment,0
1136,Ok I am LOVING THIS,2
1137,I hate that service in this bank,0
1138,Ok I am LOVING THIS,2
1139,Ok I am LOVING THIS,2
1140,Appreciated you attention in the contact center,2
